customer_id,gender,age,country,signup_date,last_purchase_date,acquisition_channel,device_type,subscription_type,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,coupon_code,support_tickets,refund_requested,delivery_delay_days,payment_method,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn,never_purchased,days_since_last_purchase,customer_tenure_days,revenue_per_visit,engagement_score
19468,Other,39,India,2022-07-27,2024-03-06,Email,Desktop,Monthly,1,15,7.52,3.53,0.21,0.45,568.88,10.08,1,NO_COUPON,0,1,6,UPI,2.0,3,24.87,997.87,11,1,0,391,979,37.93,0.37
19469,Female,37,Germany,2022-12-29,2023-04-23,Email,Tablet,Monthly,0,14,4.56,3.76,0.38,0.17,70.01,74.28,1,SALE15,2,0,4,SEPA,4.0,6,19.52,1144.32,13,1,0,709,824,5.0,0.37
19470,Male,35,India,2024-06-15,2024-09-16,Google Ads,Desktop,Annual,0,18,6.61,4.09,0.78,0.18,163.52,28.36,1,NO_COUPON,0,0,5,BKash,3.0,8,14.74,248.59,14,0,0,197,290,9.08,0.57
19471,Female,29,USA,2024-08-31,2024-04-19,Facebook Ads,Tablet,Monthly,0,13,7.32,2.7,0.38,0.25,438.3,103.49,1,NO_COUPON,1,1,2,PayPal,5.0,0,25.59,1379.59,8,0,0,347,213,33.72,0.4
19472,Female,26,Bangladesh,2022-02-14,2023-10-13,Referral,Mobile,Annual,0,15,6.84,6.76,0.98,0.37,923.24,76.45,0,NEW20,2,1,2,Card,4.0,7,28.77,582.95,8,0,0,536,1142,61.55,0.59
19473,Female,60,USA,2023-04-03,2024-06-29,Facebook Ads,Tablet,Monthly,0,7,6.43,2.6,0.75,0.42,702.06,81.59,0,NEW20,1,1,2,BKash,4.0,4,5.89,1202.09,11,0,0,276,729,100.29,0.42
19474,Male,32,Bangladesh,2023-06-06,2024-07-11,Email,Tablet,Annual,1,14,6.83,2.45,0.18,0.23,315.56,56.45,1,NO_COUPON,4,1,3,PayPal,4.0,8,8.28,1313.32,13,0,0,264,665,22.54,0.34
19475,Other,33,Bangladesh,2022-12-08,2023-01-01,Referral,Tablet,Annual,1,14,9.2,5.16,0.98,0.41,10.61,53.67,1,SALE15,2,0,0,BKash,1.0,10,24.14,2329.42,3,1,0,821,845,0.76,0.62
19476,Female,42,India,2022-08-20,2024-02-22,Referral,Desktop,Monthly,1,7,5.98,4.32,0.07,0.36,140.91,82.53,1,NO_COUPON,1,0,2,BKash,2.0,0,11.92,1299.68,8,1,0,404,955,20.13,0.21
19477,Unknown,51,Bangladesh,2024-01-15,2023-07-06,Email,Desktop,Annual,0,15,4.23,3.7,0.82,0.11,50.42,13.1,1,SALE15,2,0,4,PayPal,3.0,2,29.8,1524.97,1,0,0,635,442,3.36,0.51
19478,Female,30,USA,2023-04-24,2024-03-24,Google Ads,Mobile,Annual,0,13,8.04,3.33,0.07,0.41,182.69,79.58,1,NEW20,1,0,3,Card,5.0,3,11.59,1327.15,10,1,0,373,708,14.05,0.31
19479,Male,25,USA,2024-08-21,2024-11-12,Facebook Ads,Tablet,Annual,0,8,5.67,3.74,0.11,0.33,788.35,49.78,1,SALE15,0,0,2,UPI,4.0,8,7.7,756.21,10,0,0,140,223,98.54,0.23
19480,Male,23,USA,2024-07-27,2025-01-23,Email,Mobile,Monthly,0,7,9.02,2.75,0.07,0.41,715.0,41.16,1,REF10,3,0,2,PayPal,1.0,7,11.19,2111.26,10,0,0,68,248,102.14,0.25
19481,Male,51,India,2022-12-09,2023-10-02,Facebook Ads,Tablet,Monthly,0,21,3.64,6.97,0.73,0.04,648.04,24.54,1,SALE15,1,1,6,SEPA,5.0,6,6.66,2090.87,8,0,0,547,844,30.86,0.55
19482,Male,25,India,2022-06-18,2023-01-23,Facebook Ads,Mobile,Monthly,1,10,9.19,2.51,0.73,0.15,114.91,75.79,1,NEW20,2,1,3,SEPA,4.0,5,16.17,1439.12,2,0,0,799,1018,11.49,0.49
19483,Female,35,UK,2022-09-25,2023-03-07,Google Ads,Mobile,Annual,0,13,8.0,2.32,0.89,0.44,880.15,13.57,0,NO_COUPON,2,0,3,BKash,4.0,7,11.34,1207.43,13,0,0,756,919,67.7,0.56
19484,Female,25,Germany,2024-01-19,2024-01-22,Referral,Desktop,Monthly,1,10,9.82,4.49,0.53,0.21,920.44,58.1,1,NO_COUPON,2,0,3,UPI,3.0,4,12.14,1109.01,6,0,0,435,438,92.04,0.44
19485,Female,35,UK,2022-09-21,2023-03-27,Email,Desktop,Monthly,0,17,2.6,6.98,0.4,0.49,671.25,57.62,1,NEW20,2,0,1,SEPA,4.0,2,9.4,848.36,2,0,0,736,923,39.49,0.38
19486,Female,32,UK,2024-06-10,2024-12-12,Referral,Tablet,Monthly,0,18,2.46,6.42,0.19,0.32,501.32,77.54,1,NEW20,0,0,4,SEPA,3.0,9,11.08,520.13,3,0,0,110,295,27.85,0.33
19487,Male,26,Bangladesh,2022-10-28,2023-03-28,Organic,Desktop,Monthly,1,11,7.79,5.41,0.02,0.13,1273.4,45.01,0,REF10,3,0,4,UPI,2.0,9,24.55,1883.2,10,0,0,735,886,115.76,0.27
19488,Male,28,Bangladesh,2023-08-23,2023-11-24,Email,Tablet,Annual,1,18,4.58,3.93,0.64,0.04,80.69,62.44,0,SALE15,3,0,5,Card,4.0,9,14.91,34.29,5,0,0,494,587,4.48,0.5
19489,Male,35,UK,2024-06-15,2025-01-08,Facebook Ads,Tablet,Annual,0,14,6.37,4.27,0.61,0.4,252.5,45.36,0,SALE15,2,0,1,SEPA,2.0,1,6.87,1077.66,3,1,0,83,290,18.04,0.46
19490,Male,39,Germany,2023-10-28,2024-09-14,Email,Desktop,Monthly,1,10,12.34,0.77,0.02,0.3,688.86,66.23,1,NO_COUPON,1,0,2,SEPA,4.0,4,11.49,734.31,12,0,0,199,521,68.89,0.33
19491,Female,44,UK,2022-12-08,2023-05-19,Referral,Tablet,Annual,0,13,8.58,7.17,0.42,0.02,346.97,28.76,1,NO_COUPON,3,0,1,BKash,3.0,8,12.78,1984.68,9,0,0,683,845,26.69,0.43
19492,Male,43,India,2022-04-17,2023-08-23,Organic,Tablet,Monthly,0,9,5.08,5.17,0.67,0.09,1035.26,42.87,1,SALE15,0,0,1,UPI,3.0,7,12.88,1260.63,4,0,0,587,1080,115.03,0.4
19493,Male,34,USA,2023-12-30,2025-02-12,Google Ads,Tablet,Monthly,1,13,8.63,7.14,0.24,0.09,225.42,59.91,1,NO_COUPON,1,0,2,PayPal,4.0,8,28.51,505.28,3,0,0,48,458,17.34,0.38
19494,Male,31,UK,2022-06-08,2024-12-21,Email,Desktop,Monthly,1,18,7.66,4.27,0.16,0.48,992.9,58.1,1,SALE15,5,0,4,SEPA,2.0,8,24.55,1083.24,4,0,0,101,1028,55.16,0.4
19495,Female,37,Bangladesh,2024-04-03,2023-08-16,Google Ads,Desktop,Monthly,0,21,8.14,4.85,0.66,0.46,141.05,47.86,1,NO_COUPON,1,0,4,PayPal,4.0,5,28.96,924.13,1,0,0,594,363,6.72,0.6
19496,Female,37,Germany,2022-12-20,2024-11-27,Organic,Desktop,Monthly,0,8,15.54,5.52,0.86,0.03,847.62,67.2,1,SALE15,2,0,3,Card,4.0,6,11.0,1738.0,2,0,0,125,833,105.95,0.61
19497,Female,29,Bangladesh,2023-07-03,2023-03-23,Referral,Desktop,Annual,1,18,10.31,0.98,0.48,0.37,405.37,58.07,1,NO_COUPON,4,0,2,Card,2.0,9,7.03,1060.67,6,0,0,740,638,22.52,0.54
19498,Male,36,India,2023-04-04,2024-11-03,Organic,Desktop,Annual,1,10,2.76,3.57,0.72,0.32,135.84,73.7,1,SALE15,4,0,2,UPI,1.0,0,13.63,2020.48,6,0,0,149,728,13.58,0.39
19499,Unknown,28,Bangladesh,2024-06-18,2023-07-08,Email,Desktop,Monthly,0,13,15.86,4.54,0.84,0.23,1214.65,4.07,1,NEW20,1,0,3,Card,4.0,7,10.48,336.57,4,0,0,633,287,93.43,0.67
19500,Male,33,Bangladesh,2022-03-13,2023-01-18,Facebook Ads,Mobile,Monthly,1,18,6.27,7.1,0.74,0.39,374.82,93.98,1,NO_COUPON,3,0,6,PayPal,4.0,3,26.18,62.77,9,0,0,804,1115,20.82,0.55
19501,Female,32,Germany,2023-09-25,2023-01-07,Referral,Tablet,Annual,1,14,8.21,5.96,0.94,0.22,583.26,90.86,0,NEW20,2,0,2,UPI,4.0,3,14.41,1607.17,6,0,0,815,554,41.66,0.59
19502,Female,22,Germany,2022-06-21,2023-10-12,Email,Desktop,Monthly,0,16,3.53,5.3,0.04,0.45,938.26,69.21,1,NO_COUPON,1,0,6,BKash,4.0,3,15.87,1660.04,13,0,0,537,1015,58.64,0.27
19503,Female,11,Bangladesh,2022-08-15,2023-07-16,Referral,Tablet,Monthly,0,10,7.6,4.31,0.95,0.02,480.97,59.85,1,NEW20,2,0,1,BKash,4.0,5,12.93,853.12,14,0,0,625,960,48.1,0.53
19504,Other,26,Bangladesh,2023-12-30,2024-02-04,Referral,Mobile,Monthly,0,15,5.48,3.81,0.92,0.4,529.87,86.0,1,SALE15,1,0,5,Card,4.0,2,17.82,1785.97,13,0,0,422,458,35.32,0.56
19505,Male,53,UK,2023-08-30,2025-01-04,Email,Mobile,Annual,1,16,6.68,2.17,0.95,0.06,976.72,75.45,1,NEW20,2,0,1,UPI,5.0,4,21.54,2072.44,3,0,0,87,580,61.04,0.6
19506,Female,32,India,2022-06-26,2023-03-15,Facebook Ads,Mobile,Monthly,0,12,6.45,5.32,0.88,0.45,610.81,58.52,1,NO_COUPON,5,0,5,Card,1.0,6,17.82,1301.49,4,0,0,748,1010,50.9,0.52
19507,Male,43,UK,2023-08-22,2024-02-17,Facebook Ads,Desktop,Annual,1,11,11.51,3.62,0.47,0.2,398.54,54.07,1,REF10,4,0,4,PayPal,4.0,0,20.33,2312.52,7,0,0,409,588,36.23,0.46
19508,Female,35,Germany,2024-07-24,2024-02-17,Email,Desktop,Annual,0,17,8.42,3.62,0.13,0.27,191.94,54.04,1,SALE15,1,0,3,BKash,5.0,9,25.13,1898.82,3,0,0,409,251,11.29,0.39
19509,Male,35,UK,2022-04-12,2023-01-16,Referral,Mobile,Monthly,0,16,13.46,4.71,0.92,0.07,457.15,47.7,0,REF10,2,1,4,SEPA,3.0,5,8.36,1035.87,6,0,0,806,1085,28.57,0.69
19510,Male,21,UK,2022-11-20,2023-09-17,Referral,Tablet,Monthly,1,10,7.35,3.26,0.36,0.27,460.51,57.45,1,NO_COUPON,1,0,2,UPI,4.0,1,6.67,2078.11,3,0,0,562,863,46.05,0.35
19511,Female,33,Bangladesh,2022-12-22,2023-03-06,Email,Desktop,Monthly,0,14,8.37,5.84,0.98,0.43,524.14,102.24,0,SALE15,2,1,3,PayPal,5.0,4,7.78,918.91,7,0,0,757,831,37.44,0.61
19512,Female,59,Bangladesh,2024-08-24,2023-03-13,Email,Mobile,Annual,1,18,8.28,4.01,0.28,0.27,444.43,82.06,1,NEW20,2,0,1,PayPal,5.0,5,20.5,2243.55,12,0,0,750,220,24.69,0.45
19513,Male,40,India,2022-05-07,2024-10-02,Organic,Tablet,Monthly,0,16,11.37,3.16,0.46,0.2,733.66,41.53,0,SALE15,1,0,6,UPI,4.0,7,21.46,2069.44,4,0,0,181,1060,45.85,0.52
19514,Female,52,USA,2023-01-29,2024-05-20,Facebook Ads,Desktop,Monthly,0,21,11.56,4.11,0.64,0.19,984.53,115.83,0,SALE15,4,0,3,Card,2.0,5,13.67,281.84,2,1,0,316,793,46.88,0.64
19515,Female,32,USA,2023-08-05,2025-01-01,Referral,Mobile,Annual,0,17,6.16,5.11,0.31,0.12,90.41,63.72,0,REF10,6,0,3,BKash,5.0,7,15.36,1056.67,1,0,0,90,605,5.32,0.41
19516,Male,49,UK,2024-01-05,2023-05-11,Referral,Mobile,Annual,0,15,5.75,2.93,0.91,0.4,400.93,64.03,0,NEW20,1,0,4,Card,4.0,8,28.95,703.4,12,0,0,691,452,26.73,0.56
19517,Female,56,India,2022-09-17,2024-07-29,Referral,Tablet,Monthly,0,14,7.11,3.37,0.0,0.19,568.35,19.94,0,NEW20,1,1,1,UPI,4.0,4,6.54,280.67,14,0,0,246,927,40.6,0.29
19518,Female,34,India,2022-10-04,2025-01-23,Referral,Mobile,Monthly,0,16,6.39,5.08,0.66,0.21,648.6,36.5,0,NO_COUPON,0,0,1,UPI,4.0,0,19.67,531.81,14,0,0,68,910,40.54,0.5
19519,Female,30,Germany,2024-03-20,2023-03-07,Email,Mobile,Monthly,0,16,3.1,5.24,0.31,0.3,486.9,84.77,1,NO_COUPON,3,0,4,UPI,3.0,3,9.91,1145.03,8,0,0,756,377,30.43,0.35
19520,Male,22,Bangladesh,2023-08-19,2024-08-23,Facebook Ads,Tablet,Annual,0,19,8.24,2.14,0.16,0.41,484.33,30.77,1,NO_COUPON,3,0,5,Card,5.0,8,5.8,482.98,13,0,0,221,591,25.49,0.42
19521,Male,32,Germany,2023-04-10,2023-12-23,Organic,Mobile,Annual,1,10,9.53,4.39,0.89,0.39,498.1,61.67,1,NO_COUPON,0,0,4,UPI,1.0,0,17.43,897.13,3,1,0,465,722,49.81,0.55
19522,Female,36,USA,2023-01-07,2024-04-03,Email,Desktop,Annual,0,13,8.76,5.67,0.74,0.19,477.78,34.73,1,NO_COUPON,4,0,4,UPI,4.0,5,10.28,1499.24,4,0,0,363,815,36.75,0.53
19523,Other,55,India,2022-05-14,2023-10-01,Referral,Mobile,Monthly,0,10,7.49,0.02,0.42,0.36,329.26,79.28,1,REF10,2,0,1,BKash,4.0,10,12.9,1837.12,13,0,0,548,1053,32.93,0.37
19524,Female,22,USA,2022-09-12,2023-04-16,Facebook Ads,Tablet,Annual,1,19,9.32,5.57,0.94,0.45,885.27,82.65,1,NO_COUPON,2,0,4,UPI,3.0,2,26.32,1238.75,11,0,0,716,932,46.59,0.67
19525,Male,36,Bangladesh,2023-06-07,2023-02-08,Facebook Ads,Desktop,Annual,0,12,13.23,6.74,0.27,0.5,394.98,37.85,1,NEW20,2,0,4,BKash,3.0,8,28.46,967.0,9,0,0,783,664,32.91,0.44
19526,Female,17,Bangladesh,2023-12-23,2024-05-02,Google Ads,Desktop,Monthly,1,16,9.02,4.48,0.3,0.29,640.03,58.46,0,REF10,0,0,2,UPI,3.0,9,21.81,590.04,13,0,0,334,465,40.0,0.44
19527,Female,35,Bangladesh,2024-06-05,2024-09-27,Email,Tablet,Annual,0,18,6.62,2.61,0.32,0.24,498.1,35.25,0,NEW20,1,0,3,SEPA,2.0,0,21.17,244.31,4,0,0,186,300,27.67,0.43
19528,Male,38,USA,2022-03-14,2023-05-01,Facebook Ads,Desktop,Monthly,0,15,9.66,4.3,0.43,0.08,785.02,45.7,1,NEW20,8,0,5,SEPA,3.0,10,8.41,1644.41,12,0,0,701,1114,52.33,0.47
19529,Unknown,40,India,2023-10-14,2024-08-18,Email,Desktop,Monthly,0,12,11.66,3.95,0.39,0.49,434.66,80.87,1,NO_COUPON,1,0,1,SEPA,1.0,8,8.75,1294.11,8,1,0,226,535,36.22,0.45
19530,Other,41,Germany,2022-10-14,2023-07-28,Facebook Ads,Tablet,Monthly,1,14,9.88,1.68,0.06,0.1,498.83,25.3,1,REF10,4,0,3,BKash,5.0,1,13.32,1022.78,4,0,0,613,900,35.63,0.35
19531,Male,39,India,2023-11-02,2025-02-13,Facebook Ads,Tablet,Annual,0,9,11.08,0.84,0.44,0.03,33.95,65.17,0,NO_COUPON,1,0,0,BKash,3.0,4,6.2,944.1,10,1,0,47,516,3.77,0.42
19532,Other,41,India,2022-06-20,2023-04-22,Organic,Desktop,Annual,0,23,6.66,2.4,0.33,0.37,360.54,74.36,1,NO_COUPON,1,0,2,BKash,3.0,10,25.06,1179.29,12,0,0,710,1016,15.68,0.5
19533,Male,35,UK,2023-11-29,2024-02-05,Google Ads,Tablet,Annual,0,18,8.72,0.91,0.88,0.39,498.1,64.56,0,NO_COUPON,2,0,0,SEPA,4.0,6,6.88,840.97,4,0,0,421,489,27.67,0.63
19534,Female,25,India,2023-07-16,2024-08-02,Email,Mobile,Annual,1,21,14.63,3.14,0.93,0.47,1076.9,49.04,0,NO_COUPON,1,0,3,BKash,4.0,10,26.38,1904.68,2,0,0,242,625,51.28,0.78
19535,Male,16,Germany,2022-09-04,2025-01-03,Referral,Desktop,Annual,0,21,9.39,2.67,0.85,0.48,498.1,64.31,0,SALE15,1,1,2,UPI,3.0,7,18.39,1323.32,9,0,0,88,940,23.72,0.67
19536,Male,30,UK,2022-12-20,2023-01-01,Organic,Mobile,Monthly,1,19,5.43,2.86,0.08,0.39,434.74,68.02,0,REF10,0,0,5,SEPA,5.0,6,16.57,1260.46,10,0,0,821,833,22.88,0.35
19537,Female,34,India,2023-12-21,2025-01-28,Referral,Desktop,Annual,0,12,6.47,3.21,0.87,0.25,424.92,56.73,1,NEW20,1,1,5,UPI,5.0,8,9.49,869.73,2,0,0,63,467,35.41,0.52
19538,Female,48,UK,2022-02-10,2023-10-18,Organic,Mobile,Annual,0,10,13.45,4.63,0.45,0.18,50.53,39.09,0,SALE15,2,0,2,UPI,4.0,8,6.85,1101.11,11,0,0,531,1146,5.05,0.48
19539,Male,34,India,2022-04-22,2023-03-17,Facebook Ads,Desktop,Monthly,0,16,7.93,3.8,0.68,0.01,912.92,86.01,1,NO_COUPON,3,0,3,BKash,5.0,2,18.78,881.27,14,0,0,746,1075,57.06,0.53
19540,Female,33,Bangladesh,2023-12-17,2024-02-05,Google Ads,Desktop,Monthly,0,10,10.22,1.43,0.49,0.21,443.64,32.28,1,SALE15,3,0,4,BKash,4.0,1,10.12,2017.27,2,0,0,421,471,44.36,0.44
19541,Male,39,Bangladesh,2024-05-30,2024-08-14,Email,Mobile,Annual,0,11,6.49,4.07,0.43,0.34,548.03,90.97,1,REF10,4,1,2,UPI,3.0,2,6.92,2081.39,1,0,0,230,306,49.82,0.37
19542,Male,32,India,2023-04-06,2024-10-29,Facebook Ads,Mobile,Monthly,1,15,5.26,6.12,0.85,0.41,394.84,105.4,1,NEW20,2,0,5,SEPA,3.0,10,5.53,1462.44,6,0,0,154,726,26.32,0.53
19543,Male,43,UK,2024-07-20,2025-03-10,Referral,Desktop,Annual,0,16,4.76,5.56,0.18,0.22,601.87,22.44,0,SALE15,1,0,2,UPI,4.0,8,5.39,737.51,2,0,0,22,255,37.62,0.34
19544,Female,55,Germany,2022-07-24,2025-01-19,Google Ads,Mobile,Monthly,0,16,9.17,4.07,0.07,0.45,336.47,58.64,1,NEW20,4,0,5,SEPA,4.0,3,19.56,2682.18,10,0,0,72,982,21.03,0.37
19545,Male,57,Bangladesh,2023-11-15,2024-06-14,Referral,Mobile,Monthly,0,13,14.28,4.58,0.85,0.06,561.14,99.1,0,NO_COUPON,1,0,1,UPI,2.0,10,22.26,1005.55,10,1,0,291,503,43.16,0.65
19546,Male,36,UK,2023-10-01,2023-04-03,Email,Desktop,Annual,0,14,9.0,8.32,0.92,0.1,363.92,111.48,1,REF10,2,0,6,SEPA,3.0,6,25.69,2381.52,6,0,0,729,548,25.99,0.6
19547,Male,38,Germany,2022-03-07,2024-08-27,Referral,Mobile,Annual,0,17,9.62,3.61,0.74,0.04,498.1,74.55,0,NEW20,3,0,3,UPI,1.0,3,19.92,1285.28,8,0,0,217,1121,29.3,0.59
19548,Male,51,UK,2023-01-04,2024-05-13,Google Ads,Desktop,Monthly,1,14,7.43,4.5,0.06,0.37,253.5,76.58,1,NO_COUPON,4,0,3,BKash,3.0,2,13.12,1421.68,2,0,0,323,818,18.11,0.32
19549,Female,34,India,2024-02-22,2024-08-14,Email,Desktop,Monthly,1,20,5.66,4.52,0.32,0.06,255.21,34.74,1,NO_COUPON,2,0,2,SEPA,3.0,6,5.91,1408.86,6,0,0,230,404,12.76,0.44
19550,Unknown,42,Bangladesh,2023-04-06,2025-02-10,Facebook Ads,Desktop,Monthly,0,10,6.04,2.67,0.34,0.36,854.95,108.3,1,NEW20,0,1,1,Card,3.0,8,29.42,1491.19,9,0,0,50,726,85.5,0.33
19551,Male,35,Bangladesh,2023-06-30,2024-02-09,Facebook Ads,Mobile,Monthly,1,19,4.82,5.3,0.1,0.4,324.12,102.99,1,REF10,3,0,4,SEPA,2.0,10,11.21,1142.38,9,1,0,417,641,17.06,0.35
19552,Other,32,Bangladesh,2023-04-19,2024-05-24,Google Ads,Desktop,Annual,0,11,7.03,2.09,0.08,0.5,74.19,51.35,0,NO_COUPON,2,0,1,BKash,2.0,9,19.24,749.83,6,0,0,312,713,6.74,0.28
19553,Female,47,India,2023-12-11,2024-09-16,Google Ads,Desktop,Monthly,1,17,6.02,2.48,0.2,0.46,275.02,148.08,0,NEW20,1,0,3,SEPA,4.0,6,8.1,1396.32,4,0,0,197,477,16.18,0.37
19554,Female,28,Germany,2024-09-07,2023-04-25,Google Ads,Mobile,Annual,0,15,8.38,3.44,0.9,0.33,140.85,98.64,0,SALE15,4,0,1,Card,3.0,2,10.82,2341.99,5,1,0,707,206,9.39,0.59
19555,Female,34,Germany,2022-02-13,2024-11-14,Referral,Desktop,Monthly,0,16,13.24,2.64,0.9,0.03,799.91,53.06,0,REF10,2,0,2,UPI,3.0,9,20.13,901.19,12,0,0,138,1143,49.99,0.68
19556,Female,19,Bangladesh,2024-02-04,2024-07-27,Facebook Ads,Mobile,Annual,0,15,12.04,4.05,0.83,0.04,498.1,17.2,0,NO_COUPON,4,1,3,SEPA,3.0,7,6.72,705.15,6,0,0,248,422,33.21,0.63
19557,Male,55,Germany,2023-11-04,2024-10-02,Facebook Ads,Tablet,Monthly,0,10,7.51,2.76,0.34,0.28,321.88,32.72,0,REF10,1,0,2,Card,2.0,2,21.49,1869.85,2,1,0,181,514,32.19,0.35
19558,Female,48,Bangladesh,2022-12-01,2023-11-03,Facebook Ads,Tablet,Monthly,1,13,5.78,4.78,0.01,0.29,130.29,48.05,1,SALE15,4,0,2,UPI,4.0,0,21.64,973.25,6,0,0,515,852,10.02,0.26
19559,Female,37,Germany,2022-12-21,2023-04-26,Email,Mobile,Monthly,1,17,9.53,3.94,0.11,0.13,570.43,51.4,0,NO_COUPON,3,0,4,PayPal,4.0,7,28.32,2238.32,0,0,0,706,832,33.55,0.4
19560,Female,35,Bangladesh,2022-12-14,2023-04-18,Organic,Desktop,Monthly,1,18,1.73,4.17,0.35,0.05,643.42,63.7,0,REF10,1,0,8,UPI,4.0,4,12.15,1109.46,13,0,0,714,839,35.75,0.36
19561,Female,39,Germany,2022-12-28,2023-08-06,Google Ads,Tablet,Monthly,0,8,8.95,3.52,0.72,0.05,498.1,36.53,1,NO_COUPON,3,0,0,PayPal,4.0,7,13.16,1767.77,1,0,0,604,825,62.26,0.46
19562,Male,49,UK,2023-01-25,2024-12-16,Email,Tablet,Monthly,0,16,3.32,5.1,0.62,0.19,972.3,87.16,1,NEW20,1,1,2,UPI,2.0,3,22.5,1333.86,7,0,0,106,797,60.77,0.44
19563,Female,30,Bangladesh,2023-04-30,2024-10-18,Organic,Mobile,Monthly,0,21,8.55,1.49,0.59,0.3,233.31,43.87,1,NO_COUPON,2,1,5,BKash,4.0,4,11.95,1156.16,3,0,0,165,702,11.11,0.58
19564,Female,42,Bangladesh,2023-09-22,2023-02-06,Google Ads,Mobile,Monthly,0,16,11.12,2.84,0.4,0.02,296.75,89.32,1,SALE15,2,0,4,PayPal,3.0,7,26.87,485.59,11,0,0,785,557,18.55,0.5
19565,Male,46,USA,2024-03-18,2023-02-05,Organic,Tablet,Monthly,1,15,10.37,4.52,0.01,0.28,977.67,55.86,1,NO_COUPON,1,1,3,Card,4.0,3,18.4,2377.86,11,0,0,786,379,65.18,0.36
19566,Male,47,Bangladesh,2022-09-19,2023-11-21,Facebook Ads,Tablet,Monthly,0,11,11.85,2.13,0.76,0.26,498.1,127.21,0,NO_COUPON,3,0,2,UPI,3.0,1,18.63,2005.58,13,0,0,497,925,45.28,0.56
19567,Female,12,Germany,2022-03-16,2024-09-05,Organic,Desktop,Monthly,0,12,7.32,3.14,0.51,0.45,369.41,20.86,1,REF10,4,0,5,Card,5.0,9,26.28,1090.56,11,0,0,208,1112,30.78,0.42
19568,Female,29,UK,2023-06-10,2024-10-04,Google Ads,Desktop,Annual,0,22,8.62,5.16,0.57,0.02,570.84,54.63,0,SALE15,2,0,3,PayPal,3.0,3,16.86,695.63,4,0,0,179,661,25.95,0.59
19569,Female,25,UK,2024-09-07,2024-02-03,Email,Mobile,Annual,1,13,8.08,5.45,0.63,0.22,524.12,106.63,1,SALE15,4,0,4,Card,3.0,5,10.41,1040.6,5,0,0,423,206,40.32,0.48
19570,Female,36,Germany,2024-06-09,2023-11-29,Google Ads,Tablet,Monthly,0,12,9.5,3.02,0.12,0.24,699.89,43.66,0,REF10,4,1,6,PayPal,4.0,6,12.89,1540.02,14,0,0,489,296,58.32,0.34
19571,Male,15,India,2023-04-13,2024-12-09,Organic,Desktop,Annual,0,15,4.03,5.48,0.99,0.4,202.03,31.64,1,NEW20,0,0,3,SEPA,5.0,0,28.51,1485.59,10,0,0,113,719,13.47,0.55
19572,Male,15,Bangladesh,2022-01-05,2023-12-27,Organic,Desktop,Annual,0,18,7.75,4.32,0.07,0.06,441.78,67.28,0,NEW20,2,0,4,SEPA,3.0,0,13.01,648.8,0,0,0,461,1182,24.54,0.37
19573,Male,57,UK,2022-10-28,2023-10-06,Google Ads,Mobile,Annual,1,13,8.35,3.03,0.91,0.02,61.2,57.19,0,REF10,2,0,5,SEPA,4.0,5,25.77,1869.06,2,1,0,543,886,4.71,0.57
19574,Male,41,Germany,2022-07-06,2023-02-16,Facebook Ads,Tablet,Annual,1,15,8.9,4.29,0.55,0.45,559.38,95.14,0,NO_COUPON,1,0,4,PayPal,1.0,7,17.28,2138.85,3,1,0,775,1000,37.29,0.5
19575,Male,36,UK,2022-07-20,2023-08-02,Google Ads,Tablet,Monthly,0,10,5.54,6.7,0.9,0.36,474.5,85.57,1,SALE15,0,0,1,Card,3.0,6,19.7,155.78,5,0,0,608,986,47.45,0.49
19576,Male,39,UK,2023-04-23,2024-06-29,Google Ads,Mobile,Monthly,1,13,11.57,5.73,0.9,0.05,468.92,76.16,0,SALE15,2,0,4,Card,4.0,5,7.79,1184.67,8,0,0,276,709,36.07,0.62
19577,Female,36,Germany,2023-05-05,2024-12-30,Organic,Desktop,Annual,0,11,7.96,4.09,0.88,0.19,498.1,42.29,0,NEW20,4,0,3,PayPal,1.0,2,23.62,200.81,7,0,0,92,697,45.28,0.53
19578,Female,45,USA,2022-10-26,2023-06-08,Referral,Mobile,Monthly,0,22,9.21,6.13,0.25,0.05,588.14,15.42,0,SALE15,1,1,1,BKash,4.0,4,21.79,1039.7,10,0,0,663,888,26.73,0.5
19579,Male,29,UK,2023-05-01,2023-02-04,Organic,Mobile,Monthly,0,13,4.52,5.41,0.89,0.34,714.11,24.84,0,SALE15,2,0,2,UPI,4.0,5,26.0,996.07,11,0,0,787,701,54.93,0.51
19580,Male,37,UK,2024-08-06,2024-05-02,Organic,Tablet,Monthly,1,17,5.82,1.61,0.96,0.48,355.08,51.54,0,NO_COUPON,1,0,4,PayPal,3.0,8,27.63,1092.83,13,0,0,334,238,20.89,0.6
19581,Male,35,India,2022-09-08,2025-01-05,Organic,Tablet,Annual,0,22,7.23,2.47,0.13,0.47,435.79,85.94,1,REF10,3,0,5,Card,4.0,5,5.08,1481.5,7,0,0,86,936,19.81,0.44
19582,Female,35,USA,2023-10-29,2024-05-24,Organic,Mobile,Monthly,0,11,12.93,2.16,0.11,0.08,890.25,31.92,0,REF10,1,0,3,PayPal,4.0,2,23.19,2257.46,10,0,0,312,520,80.93,0.38
